Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Tunisia,TUN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,35.7675705,,,,,,,,,,,,,,,,,,,,65.34786224,,,68.50937653,69.20937347,,71.08821106,71.729599,72.16065216,,72.22377014,,,,,,,76.5
Turkiye,TUR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,45.09891891,,,,,49.80641174,,,,,64.23171997,,,,,68.51966095,,,,,,,,,,,,,,79.58168793,80.5489502,80.38516235,81.26383209,,85.34716034,88.07317352,90.31009674,91.60452271,92.13807678,92.40181732,92.64581299,93.56301117,93.49826813,,94.42404175,,
Tuvalu,TUV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.08802032,,,,,,,,,,,,,,62.17232132,,,,,,,,60.7526207,,73.34718323,,,73.09382629,,,,,,78.19999695
Uganda,UGA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.82669067,,,,,,,,,,,58.90988159,,,,62.07897186,,,,64.59145355,,61.97042847,,,,,,70.83805847,,,74.30000305
Ukraine,UKR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.17156982,,,,,,,,,,,99.95819855,,,,,,,,,100
Upper middle income,UMC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,59.4859581,59.56964111,60.60562134,61.59056091,62.67562866,63.66423035,64.45539856,65.71295929,66.92418671,67.93197632,68.90895081,69.83122253,74.57466125,75.31317902,75.42253876,76.67127228,77.35769653,78.02696228,78.65724945,79.29945374,79.9148407,86.58338928,87.10115051,87.53146362,87.82579041,88.32063293,88.72286987,89.25559998,89.61197662,90.08434296,90.32305145,91.69438934,92.01130676,92.28971863,92.41876221,92.9708786,93.52053833,93.52864075,93.89823914,93.70887756,94.36122131,94.38658142,94.18293762,94.58348846,94.71971893,
Uruguay,URY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,94.30451965,,,,,,,,,,95.88153839,,,,,,,,,,,97.27095795,,,,,,,,,,98.08435822,98.2419281,98.46366119,98.53372192,98.49095154,98.61907959,98.66055298,98.63642883,98.80905151,98.86746216,98.85031891,98.96391296,99.00773621,99.03526306,,
United States,USA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.13858032,,,,,,,,,,,,,99.9958725,99.9759903,99.97576904,99.97840881,,99.98587036,99.99994659,,
St. Vincent and the Grenadines,VCT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,95.5,,,,,,,,,,96.90000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,83.00466156,,,,,,,,,89.00485229,,,,,,,,,,,92.71598053,,,,,,94.92964172,,95.35040283,,95.02887726,,,,96.56006622,97.21370697,,,,,97.69999695
British Virgin Islands,VGB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,78.14038849,,,,,,,,,,82.82939148,,,,,,,,,,86.92008209,86.61010742,,,,,,,,,91.37908936,,,,,,,,,,94.56565857,,
Vanuatu,VUT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,47.78258896,,,,,53.70000076,,,,,,,,,,65.59999847,,,,,,,,,,76.19999695,,,,,,,,,,83.19999695,,,,86.70609283,,,88.40000153
World,WLD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,59.13167953,59.31446075,59.86219025,60.38936996,60.73659134,61.43273926,61.97518158,62.62929916,63.2789917,63.8492012,64.37230682,65.04218292,67.03674316,67.56181335,67.87927246,68.57623291,69.04537964,69.50283051,70.01712036,70.5304184,71.04971313,73.86492157,75.00847626,75.43119812,75.60108185,76.03243256,76.43810272,77.0109787,77.48210144,77.3783493,77.95818329,78.28804779,78.78829956,79.20346069,79.93067169,80.29656982,80.74411774,80.97041321,81.51850128,81.78827667,82.33257294,82.66536713,82.80374146,83.24687958,83.45913696,
Samoa,WSM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.42173767,,,,,,,,,,,,,,,,,,,,99.06952667,,,,,,,99.24504089,,,99.30000305
Kosovo,XKX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.05956078,,,,,,,,,,35,,,,,,,,,,,,,,,,,
South Africa,ZAF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,74.80718994,,,,,,,,,,,,,,,,80.92862701,,,,,,,,,,,87.04309845,,91.76815796,91.71398926,92.04788971,92.58625031,,93.07305908,93.40802765,,86.45863342,,94.53317261,,
Zambia,ZMB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.35776138,,,,,,,,,59.80284882,,,61.83927917,,,,,51.78696823,,,77.74664307,,,,,,,,83.08344269,,84.30000305,
Zimbabwe,ZWE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,71.85392761,,,,,,,,,,78.51702118,,,,,,,,,,,,,,,,,,,80.06565857,,,88.28382874,,,,,,,90.90000153
